sku_id,week_start,predicted_demand,is_low_confidence
SKU0198,2026-07-20,154.34926668341666,False
SKU0197,2026-07-20,18.327841144473886,False
SKU0199,2026-07-20,11.610890206280875,False
SKU0115,2026-07-20,35.855945435411876,False
SKU0195,2026-07-20,202.00153370194428,False
SKU0085,2026-07-20,25.63694184900108,False
SKU0084,2026-07-20,40.90792791738835,False
SKU0083,2026-07-20,40.214379295230145,False
SKU0082,2026-07-20,53.12681519375122,False
SKU0018,2026-07-20,22.848049478817455,False
SKU0081,2026-07-20,40.49598625403703,False
SKU0080,2026-07-20,43.90466765817588,False
SKU0086,2026-07-20,10.374200887392139,False
SKU0079,2026-07-20,154.08979458431105,False
SKU0077,2026-07-20,644.5768018764958,False
SKU0076,2026-07-20,121.47785304059694,False
SKU0075,2026-07-20,43.09052070758773,False
SKU0019,2026-07-20,67.46518346865486,False
SKU0074,2026-07-20,17.93606630246498,False
SKU0073,2026-07-20,7.789587411794503,False
SKU0072,2026-07-20,26.934204302706398,False
SKU0078,2026-07-20,1.188681880713457,False
SKU0087,2026-07-20,10.830242314311578,False
SKU0089,2026-07-20,22.866556134940147,False
SKU0016,2026-07-20,39.152295848035635,False
SKU0108,2026-07-20,107.11457009739931,False
SKU0014,2026-07-20,13.603922523806949,False
SKU0107,2026-07-20,16.808583842300187,False
SKU0106,2026-07-20,11.495927264838011,False
SKU0105,2026-07-20,64.78212151012697,False
SKU0104,2026-07-20,11.494001016243294,False
SKU0103,2026-07-20,1.4815387901607118,False
SKU0101,2026-07-20,55.711294447680395,False
SKU0099,2026-07-20,115.00874031914996,False
SKU0098,2026-07-20,89.79086581655473,False
SKU0015,2026-07-20,2.2061753366231946,False
SKU0097,2026-07-20,57.59821907508667,False
SKU0096,2026-07-20,3.3008412780867054,False
SKU0095,2026-07-20,119.48182257632547,False
SKU0094,2026-07-20,22.775192345665783,False
SKU0093,2026-07-20,41.00208543172251,False
SKU0091,2026-07-20,35.1102590360018,False
SKU0071,2026-07-20,2.538657656965793,False
SKU0070,2026-07-20,1.2401908233640446,False
SKU0069,2026-07-20,29.84288299210188,False
SKU0066,2026-07-20,13.156679181434427,False
SKU0045,2026-07-20,17.651171688659137,False
SKU0043,2026-07-20,44.50658440321114,False
SKU0042,2026-07-20,64.84964551710449,False
SKU0026,2026-07-20,1.259883967041532,False
SKU0041,2026-07-20,103.54551980781527,False
SKU0040,2026-07-20,15.904142962873589,False
SKU0039,2026-07-20,78.37770796715877,False
SKU0038,2026-07-20,78.65283615839154,False
SKU0037,2026-07-20,17.941612479099398,False
SKU0035,2026-07-20,2.088492708268385,False
SKU0033,2026-07-20,2.4100113626113777,False
SKU0027,2026-07-20,33.387581764970044,False
SKU0032,2026-07-20,19.040429459976814,False
SKU0031,2026-07-20,44.61610485073128,False
SKU0030,2026-07-20,132.35837757935073,False
SKU0029,2026-07-20,88.24904202226288,False
SKU0028,2026-07-20,34.57149725217127,False
SKU0046,2026-07-20,25.24510506266385,False
SKU0110,2026-07-20,130.81556263144205,False
SKU0047,2026-07-20,63.54621862207791,False
SKU0049,2026-07-20,66.03743920034367,False
SKU0020,2026-07-20,3.8169602973033303,False
SKU0065,2026-07-20,41.97745112489764,False
SKU0064,2026-07-20,18.857095391586835,False
SKU0063,2026-07-20,126.86877503338295,False
SKU0061,2026-07-20,174.47397705678435,False
SKU0060,2026-07-20,31.099057182057997,False
SKU0059,2026-07-20,41.783946497338185,False
SKU0021,2026-07-20,47.230180345072604,False
SKU0057,2026-07-20,50.31565131903731,False
SKU0056,2026-07-20,42.92236149334666,False
SKU0055,2026-07-20,170.70938202417102,False
SKU0054,2026-07-20,11.127521510198505,False
